"Title";"ISSN";"Database Name";"Database Producer";"Citation Begin Year";"Citation Begin Volume";"Citation Begin Issue";"Citation Most Recent Year";"Citation Most Recent Volume";"Citation Most Recent Issue";"Fulltext Begin Year";"Fulltext Begin Volume";"Fulltext Begin Issue";"Fulltext Most Recent Year";"Fulltext Most Recent Volume";"Fulltext Most Recent Issue";"Total Number of Issues";"Total Number of Fulltext Issues"
"La Revue du Louvre et des Musees de France";"0035-2608";"Art Index";"H. W. Wilson Company";"0";"0";"0";"2009";"59";"3";"0";"0";"0";"0";"0";"0";"192";"0"
"Landscape";"0023-8023";"Art Index";"H. W. Wilson Company";"1984";"28";"1";"1994";"32";"2";"0";"0";"0";"0";"0";"0";"34";"0"
"Landscape Architecture";"0023-8031";"Art Index";"H. W. Wilson Company";"1984";"74";"0";"2009";"99";"6";"0";"0";"0";"0";"0";"0";"267";"0"
"Landscape Design";"0020-2908";"Art Index";"H. W. Wilson Company";"1998";"0";"267";"2003";"35";"6";"0";"0";"0";"0";"0";"0";"92";"0"
"Landscape Journal";"0277-2426";"Art Index";"H. W. Wilson Company";"1998";"17";"1";"2009";"28";"1";"0";"0";"0";"0";"0";"0";"30";"0"
"Latin American Art";"1042-9808";"Art Index";"H. W. Wilson Company";"1993";"5";"3";"1994";"6";"1";"0";"0";"0";"0";"0";"0";"3";"0"
"Leonardo";"0024-094X";"Art Index";"H. W. Wilson Company";"1980";"13";"0";"2009";"42";"3";"0";"0";"0";"0";"0";"0";"204";"0"
"Letter Arts Review";"1076-7339";"Art Index";"H. W. Wilson Company";"1994";"11";"2";"2009";"23";"2";"0";"0";"0";"0";"0";"0";"58";"0"
"Linea";"1544-4716";"Art Index";"H. W. Wilson Company";"2008";"12";"1";"2009";"13";"1";"0";"0";"0";"0";"0";"0";"4";"0"
"Live Design";"1559-2359";"Art Index";"H. W. Wilson Company";"2005";"39";"12";"2009";"43";"5";"0";"0";"0";"0";"0";"0";"45";"0"
"Lotus International";"0076-101X";"Art Index";"H. W. Wilson Company";"1984";"0";"41";"2008";"0";"136";"0";"0";"0";"0";"0";"0";"141";"0"
"Lotus International";"";"Art Index";"H. W. Wilson Company";"1984";"0";"41";"1998";"0";"98";"0";"0";"0";"0";"0";"0";"50";"0"
"Magazine Antiques (1971)";"0161-9284";"Art Index";"H. W. Wilson Company";"1983";"123";"0";"2009";"175";"6";"0";"0";"0";"0";"0";"0";"312";"0"
"Make, the magazine of women's art";"1365-8190";"Art Index";"H. W. Wilson Company";"1996";"0";"0";"2002";"0";"92";"0";"0";"0";"0";"0";"0";"29";"0"
"Marg";"0025-2913";"Art Index";"H. W. Wilson Company";"0";"0";"0";"2009";"60";"3";"0";"0";"0";"0";"0";"0";"149";"0"
"Marsyas";"0076-4701";"Art Index";"H. W. Wilson Company";"1983";"22";"0";"1983";"22";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Master Drawings";"0025-5025";"Art Index";"H. W. Wilson Company";"1983";"21";"0";"2046";"46";"0";"0";"0";"0";"0";"0";"0";"110";"0"
"Material Culture";"0883-3680";"Art Index";"H. W. Wilson Company";"2005";"37";"1";"2009";"41";"1";"0";"0";"0";"0";"0";"0";"6";"0"
"Material Religion";"1743-2200";"Art Index";"H. W. Wilson Company";"2005";"1";"1";"2009";"5";"1";"0";"0";"0";"0";"0";"0";"13";"0"
"Metalsmith";"0270-1146";"Art Index";"H. W. Wilson Company";"1986";"0";"36";"2042";"42";"0";"0";"0";"0";"0";"0";"0";"130";"0"
"Metropolis";"0279-4977";"Art Index";"H. W. Wilson Company";"2008";"28";"4";"2009";"28";"11";"0";"0";"0";"0";"0";"0";"8";"0"
"Metropolitan Home";"0273-2858";"Art Index";"H. W. Wilson Company";"1998";"30";"0";"2009";"41";"6";"0";"0";"0";"0";"0";"0";"107";"0"
"Metropolitan Museum Journal";"0077-8958";"Art Index";"H. W. Wilson Company";"1982";"17";"0";"2008";"43";"0";"0";"0";"0";"0";"0";"0";"41";"0"
"Metropolitan Museum of Art Bulletin";"0026-1521";"Art Index";"H. W. Wilson Company";"1984";"22";"0";"2009";"66";"4";"0";"0";"0";"0";"0";"0";"105";"0"
"Millennium Film Journal";"1064-5586";"Art Index";"H. W. Wilson Company";"2003";"0";"39/40";"2008";"0";"50";"0";"0";"0";"0";"0";"0";"11";"0"
"Mimar";"0129-8372";"Art Index";"H. W. Wilson Company";"1982";"0";"4";"1992";"141";"0";"0";"0";"0";"0";"0";"0";"53";"0"
"Mitteilungen des Deutschen Archaeologischen Instituts. Athenische Abteilung";"0342-1295";"Art Index";"H. W. Wilson Company";"1953";"53";"0";"2007";"122";"0";"0";"0";"0";"0";"0";"0";"42";"0"
"Mitteilungen des Deutschen Archaeologischen Instituts. Roemische Abteilung";"0342-1287";"Art Index";"H. W. Wilson Company";"1984";"91";"0";"2007";"113";"0";"0";"0";"0";"0";"0";"0";"40";"0"
"Mitteilungen des Kunsthistorischen Institutes in Florenz";"0342-1201";"Art Index";"H. W. Wilson Company";"1986";"30";"1/2";"2006";"50";"3";"0";"0";"0";"0";"0";"0";"64";"0"
"Mobilia";"0026-7228";"Art Index";"H. W. Wilson Company";"1984";"0";"324";"1984";"0";"325";"0";"0";"0";"0";"0";"0";"2";"0"
"Modern Painters";"0953-6698";"Art Index";"H. W. Wilson Company";"1994";"7";"0";"2009";"21";"5";"0";"0";"0";"0";"0";"0";"77";"0"
"Modernism - Modernity";"1071-6068";"Art Index";"H. W. Wilson Company";"1998";"5";"0";"2009";"16";"2";"0";"0";"0";"0";"0";"0";"64";"0"
"Munchner Jahrbuch der Bildenden Kunst";"0077-1899";"Art Index";"H. W. Wilson Company";"1953";"53";"0";"2007";"58";"0";"0";"0";"0";"0";"0";"0";"42";"0"
"Museum (Paris, France)";"0027-3996";"Art Index";"H. W. Wilson Company";"1984";"36";"1";"2043";"0";"0";"0";"0";"0";"0";"0";"0";"83";"0"
"Museum (Washington, D.C.)";"1938-3940";"Art Index";"H. W. Wilson Company";"2008";"87";"1";"2009";"88";"2";"0";"0";"0";"0";"0";"0";"8";"0"
"Museum and Society";"1479-8360";"Art Index";"H. W. Wilson Company";"2006";"4";"1";"2009";"7";"1";"0";"0";"0";"0";"0";"0";"10";"0"
"Museum International";"1350-0775";"Art Index";"H. W. Wilson Company";"1993";"45";"1";"2009";"61";"1/2";"0";"0";"0";"0";"0";"0";"66";"0"
"Museum Management and Curatorship";"0964-7775";"Art Index";"H. W. Wilson Company";"1990";"0";"34";"2009";"24";"2";"0";"0";"0";"0";"0";"0";"51";"0"
"Museum News";"0027-4089";"Art Index";"H. W. Wilson Company";"1953";"53";"0";"2008";"87";"1";"0";"0";"0";"0";"0";"0";"151";"0"
"Museum Studies";"0069-3235";"Art Index";"H. W. Wilson Company";"1984";"11";"0";"2009";"35";"1";"0";"0";"0";"0";"0";"0";"67";"0"
"Museumjournaal";"0921-4429";"Art Index";"H. W. Wilson Company";"1986";"0";"1";"1998";"0";"0";"0";"0";"0";"0";"0";"0";"54";"0"
"Museums Journal";"0027-416X";"Art Index";"H. W. Wilson Company";"1984";"63";"0";"2009";"109";"5";"0";"0";"0";"0";"0";"0";"260";"0"
"N.Paradoxa";"1461-0434";"Art Index";"H. W. Wilson Company";"2003";"0";"1";"2009";"23";"0";"0";"0";"0";"0";"0";"0";"18";"0"
"National Gallery of Art (U.S.). Annual Report";"0091-7222";"Art Index";"H. W. Wilson Company";"1983";" ";" ";"1983";" ";" ";"0";"0";"0";"0";"0";"0";"2";"0"
"National Gallery of Canada Review";"1492-8035";"Art Index";"H. W. Wilson Company";"2000";"1";"0";"2008";"6";"0";"0";"0";"0";"0";"0";"0";"7";"0"
"Native Peoples";"0895-7606";"Art Index";"H. W. Wilson Company";"1994";"7";"0";"2009";"22";"4";"0";"0";"0";"0";"0";"0";"95";"0"
"Near Eastern Archaeology";"1094-2076";"Art Index";"H. W. Wilson Company";"1998";"61";"1";"2008";"71";"4";"0";"0";"0";"0";"0";"0";"46";"0"
"Nederlands Kunsthistorisch Jaarboek";"0169-6726";"Art Index";"H. W. Wilson Company";"1980";"31";"0";"2004";"55";"0";"0";"0";"0";"0";"0";"0";"29";"0"
"Nest (New York, N.Y.)";"1098-4585";"Art Index";"H. W. Wilson Company";"2003";"0";"10";"2004";"0";"26";"0";"0";"0";"0";"0";"0";"15";"0"
"Neues Glas";"0723-2454";"Art Index";"H. W. Wilson Company";"1986";"0";"1";"2008";"0";"4";"0";"0";"0";"0";"0";"0";"144";"0"
"New Art Examiner";"0886-8115";"Art Index";"H. W. Wilson Company";"1986";"0";"1";"2002";"29";"5";"0";"0";"0";"0";"0";"0";"126";"0"
"New Criterion";"0734-0222";"Art Index";"H. W. Wilson Company";"1986";"0";"37";"2009";"27";"10";"0";"0";"0";"0";"0";"0";"213";"0"
"Nineteenth Century";"0097-5184";"Art Index";"H. W. Wilson Company";"1984";"9";"0";"2008";"28";"2";"0";"0";"0";"0";"0";"0";"24";"0"
"Nineteenth Century Studies";"0893-7931";"Art Index";"H. W. Wilson Company";"1998";"12";"0";"2007";"21";"0";"0";"0";"0";"0";"0";"0";"14";"0"
"Nineteenth-Century Art Worldwide";"1543-1002";"Art Index";"H. W. Wilson Company";"2002";"1";"1";"2009";"8";"1";"0";"0";"0";"0";"0";"0";"23";"0"
"Nka";"1075-7163";"Art Index";"H. W. Wilson Company";"2004";"0";"19";"2008";"0";"22/23";"0";"0";"0";"0";"0";"0";"4";"0"
"Novum";"0302-9794";"Art Index";"H. W. Wilson Company";"1983";"54";"11";"1999";" ";" ";"0";"0";"0";"0";"0";"0";"87";"0"
"Novum";"1438-1753";"Art Index";"H. W. Wilson Company";"1996";" ";" ";"2009";"0";"0";"0";"0";"0";"0";"0";"0";"74";"0"
"Novyi Mir Iskusstva";"1560-8697";"Art Index";"H. W. Wilson Company";"2005";"43";"2";"2005";"43";"2";"0";"0";"0";"0";"0";"0";"1";"0"
"October (Cambridge, Mass.)";"0162-2870";"Art Index";"H. W. Wilson Company";"1986";"0";"36";"2009";"0";"128";"0";"0";"0";"0";"0";"0";"136";"0"
"Oecologia";"0029-8549";"Art Index";"H. W. Wilson Company";"2004";"139";"3";"2004";"139";"3";"0";"0";"0";"0";"0";"0";"1";"0"
"On Paper";"1089-7909";"Art Index";"H. W. Wilson Company";"1996";"0";"7092";"1999";"3";"6";"0";"0";"0";"0";"0";"0";"10";"0"
"Oriental Art";"0030-5278";"Art Index";"H. W. Wilson Company";"1955";"55";"0";"2006";"55";"0";"0";"0";"0";"0";"0";"0";"96";"0"
"Orientations";"0030-5448";"Art Index";"H. W. Wilson Company";"1998";"29";"0";"2009";"40";"5";"0";"0";"0";"0";"0";"0";"148";"0"
"Ornament";"0148-3897";"Art Index";"H. W. Wilson Company";"1985";"9";"0";"2009";"32";"3";"0";"0";"0";"0";"0";"0";"118";"0"
"Oud Holland";"0030-672X";"Art Index";"H. W. Wilson Company";"1983";"97";"3";"2008";"121";"4";"0";"0";"0";"0";"0";"0";"131";"0"
"Oxford Art Journal";"0142-6540";"Art Index";"H. W. Wilson Company";"1985";"8";"1";"2008";"31";"3";"0";"0";"0";"0";"0";"0";"83";"0"
"P: Art and Culture Magazine";"1302-244X";"Art Index";"H. W. Wilson Company";"2000";"0";"3";"2007";"0";"15";"0";"0";"0";"0";"0";"0";"16";"0"
"PAJ";"1520-281X";"Art Index";"H. W. Wilson Company";"2002";"24";"1";"2002";"24";"3";"0";"0";"0";"0";"0";"0";"3";"0"
"Palestine Exploration Quarterly";"0031-0328";"Art Index";"H. W. Wilson Company";"1980";"112";"0";"2009";"141";"1";"0";"0";"0";"0";"0";"0";"65";"0"
"Palladio";"0031-0379";"Art Index";"H. W. Wilson Company";"2003";"1";"2";"2008";"21";"41";"0";"0";"0";"0";"0";"0";"15";"0"
"Pan (Offenburg, Germany)";"0720-423X";"Art Index";"H. W. Wilson Company";"1988";"0";"10";"1998";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0"
"Pantheon";"0031-0999";"Art Index";"H. W. Wilson Company";"1984";"42";"0";"2000";"0";"58";"0";"0";"0";"0";"0";"0";"32";"0"
"Parachute";"0318-7020";"Art Index";"H. W. Wilson Company";"1998";"0";"89";"2006";"0";"124";"0";"0";"0";"0";"0";"0";"50";"0"
"Paragone";"0031-1650";"Art Index";"H. W. Wilson Company";"1986";"0";"23";"1991";"131";"0";"0";"0";"0";"0";"0";"0";"31";"0"
"Parkett";"0256-0917";"Art Index";"H. W. Wilson Company";"1993";"0";"38";"2009";"0";"85";"0";"0";"0";"0";"0";"0";"53";"0"
"Perspecta";"0079-0958";"Art Index";"H. W. Wilson Company";"1984";"0";"21";"1992";"132";"0";"0";"0";"0";"0";"0";"0";"19";"0"
"Perspectives in Vernacular Architecture";"0887-9885";"Art Index";"H. W. Wilson Company";"1982";"1";"0";"2006";"13";"2";"0";"0";"0";"0";"0";"0";"14";"0"
"Photo-Eye Booklist";"";"Art Index";"H. W. Wilson Company";"2006";"28";"2";"2007";"28";"1";"0";"0";"0";"0";"0";"0";"4";"0"
"Photographic Journal";"0031-8736";"Art Index";"H. W. Wilson Company";"1984";"38";"0";"2005";"146";"3";"0";"0";"0";"0";"0";"0";"151";"0"
"Photography & Culture";"1751-4517";"Art Index";"H. W. Wilson Company";"2008";"1";"1";"2009";"2";"1";"0";"0";"0";"0";"0";"0";"3";"0"
"Photoworks";"1742-1659";"Art Index";"H. W. Wilson Company";"2003";"0";"0";"2008";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0"
"Piecework";"1067-2249";"Art Index";"H. W. Wilson Company";"1998";"6";"0";"2009";"17";"3";"0";"0";"0";"0";"0";"0";"81";"0"
"Places (Cambridge, Mass.)";"0731-0455";"Art Index";"H. W. Wilson Company";"1994";"9";"0";"2009";"21";"1";"0";"0";"0";"0";"0";"0";"43";"0"
"Pottery Making Illustrated";"1096-830X";"Art Index";"H. W. Wilson Company";"2004";"7";"6";"2005";"8";"2";"0";"0";"0";"0";"0";"0";"3";"0"
"Preservation";"1090-9931";"Art Index";"H. W. Wilson Company";"1996";"0";"0";"2009";"61";"4";"0";"0";"0";"0";"0";"0";"90";"0"
"Print (New York, N.Y.)";"0032-8510";"Art Index";"H. W. Wilson Company";"1984";"15";"0";"2009";"63";"3";"0";"0";"0";"0";"0";"0";"133";"0"
"Print Quarterly";"0265-8305";"Art Index";"H. W. Wilson Company";"1994";"11";"0";"2009";"26";"2";"0";"0";"0";"0";"0";"0";"74";"0"
"Print Review";"0091-3731";"Art Index";"H. W. Wilson Company";"1983";"18";"0";"1998";"19";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Printmaking Today";"0960-9253";"Art Index";"H. W. Wilson Company";"2003";"2";"2";"2009";"18";"1";"0";"0";"0";"0";"0";"0";"24";"0"
"Process: Architecture";"0386-037X";"Art Index";"H. W. Wilson Company";"1994";"0";"115";"1996";"0";"132";"0";"0";"0";"0";"0";"0";"17";"0"
"Progressive Architecture";"0033-0752";"Art Index";"H. W. Wilson Company";"1984";"15";"0";"1998";"0";"0";"0";"0";"0";"0";"0";"0";"69";"0"
"Public Art Review";"1040-211X";"Art Index";"H. W. Wilson Company";"1994";"5";"0";"2008";"20";"1";"0";"0";"0";"0";"0";"0";"41";"0"
"Quarterly Review of Film and Video";"1050-9208";"Art Index";"H. W. Wilson Company";"1989";"11";"0";"2009";"26";"3";"0";"0";"0";"0";"0";"0";"66";"0"
"R?omisches Jahrbuch der Bibliotheca Hertziana";"0342-2046";"Art Index";"H. W. Wilson Company";"1981";"19";"0";"2001";"34";"0";"0";"0";"0";"0";"0";"0";"17";"0"
"RACAR, Revue d'Art Canadienne, Canadian Art Review";"0315-9906";"Art Index";"H. W. Wilson Company";"1986";"0";"71";"2009";"34";"1";"0";"0";"0";"0";"0";"0";"40";"0"
"Raw Vision";"0955-1182";"Art Index";"H. W. Wilson Company";"1997";"0";"21";"2009";"0";"66";"0";"0";"0";"0";"0";"0";"61";"0"
"Record of the Art Museum (Princeton University)";"0032-843X";"Art Index";"H. W. Wilson Company";"1983";"42";"2";"2008";"67";"0";"0";"0";"0";"0";"0";"0";"54";"0"
"Representations (Berkeley, Calif.)";"0734-6018";"Art Index";"H. W. Wilson Company";"2003";"0";"18";"2009";"0";"105";"0";"0";"0";"0";"0";"0";"33";"0"
"Res (Cambridge, Mass.)";"0277-1322";"Art Index";"H. W. Wilson Company";"1994";"0";"25";"2008";"0";"53/54";"0";"0";"0";"0";"0";"0";"34";"0"
"Revue Arch?eologique";"0035-0737";"Art Index";"H. W. Wilson Company";"1984";" ";" ";"2004";"73";"0";"0";"0";"0";"0";"0";"0";"68";"0"
"Revue Belge d'Arch?eologie et d'Histoire de l'Art";"0035-077X";"Art Index";"H. W. Wilson Company";"1984";"53";"0";"2008";"77";"0";"0";"0";"0";"0";"0";"0";"37";"0"
"Revue de l'Art";"0035-1326";"Art Index";"H. W. Wilson Company";"1984";"0";"63";"2009";"0";"163";"0";"0";"0";"0";"0";"0";"177";"0"
"Revue Noire";"1157-4127";"Art Index";"H. W. Wilson Company";"1997";"0";"27";"1999";"0";"33-34";"0";"0";"0";"0";"0";"0";"7";"0"
"Rhode Island School of Design Museum Notes";"0027-4097";"Art Index";"H. W. Wilson Company";"1984";"71";"0";"1991";"98";"0";"0";"0";"0";"0";"0";"0";"17";"0"
"RIBA Journal";"0953-6973";"Art Index";"H. W. Wilson Company";"0";"0";"0";"2009";"116";"4";"0";"0";"0";"0";"0";"0";"219";"0"
"Rock Art Research";"0813-0426";"Art Index";"H. W. Wilson Company";"2005";"22";"1";"2009";"26";"1";"0";"0";"0";"0";"0";"0";"9";"0"
"Romisches Jahrbuch der Bibliotheca Hertziana";"0940-7855";"Art Index";"H. W. Wilson Company";"1989";"25";"0";"2006";"37";"0";"0";"0";"0";"0";"0";"0";"16";"0"
"RPS Journal";"1468-8670";"Art Index";"H. W. Wilson Company";"1999";"0";"0";"2009";"149";"5";"0";"0";"0";"0";"0";"0";"133";"0"
"Saint Louis Art Museum Bulletin";"0009-7691";"Art Index";"H. W. Wilson Company";"1986";"9";"0";"1998";"22";"3";"0";"0";"0";"0";"0";"0";"24";"0"
"Scandinavian Journal of Design History";"0906-3447";"Art Index";"H. W. Wilson Company";"1998";"8";"0";"2005";"15";"0";"0";"0";"0";"0";"0";"0";"9";"0"
"Screen (London, England)";"0036-9543";"Art Index";"H. W. Wilson Company";"1986";"0";"71";"2009";"50";"1";"0";"0";"0";"0";"0";"0";"107";"0"
"Sculpture (Washington, D.C.)";"0889-728X";"Art Index";"H. W. Wilson Company";"1994";"13";"0";"2009";"28";"6";"0";"0";"0";"0";"0";"0";"152";"0"
"Sculpture Journal";"1366-2724";"Art Index";"H. W. Wilson Company";"2008";"17";"1";"2009";"18";"1";"0";"0";"0";"0";"0";"0";"3";"0"
"Sculpture Review";"0747-5284";"Art Index";"H. W. Wilson Company";"1984";"15";"0";"2009";"58";"1";"0";"0";"0";"0";"0";"0";"143";"0"
"Shuttle, Spindle & Dyepot";"0049-0423";"Art Index";"H. W. Wilson Company";"1984";"15";"0";"2009";"40";"2";"0";"0";"0";"0";"0";"0";"116";"0"
"Sight & Sound";"0037-4806";"Art Index";"H. W. Wilson Company";"1960";"0";"0";"2009";"19";"7";"0";"0";"0";"0";"0";"0";"274";"0"
"Simiolus";"0037-5411";"Art Index";"H. W. Wilson Company";"1986";"0";"72";"2007";"33";"3";"0";"0";"0";"0";"0";"0";"90";"0"
"Source (New York, N.Y.: 1981)";"0737-4453";"Art Index";"H. W. Wilson Company";"2003";"0";"21";"2009";"28";"2";"0";"0";"0";"0";"0";"0";"26";"0"
"South Asian Studies";"0266-6030";"Art Index";"H. W. Wilson Company";"2005";"21";"0";"2008";"24";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Southeastern College Art Conference Review";"1043-5158";"Art Index";"H. W. Wilson Company";"1977";"9";"2";"2008";"15";"3";"0";"0";"0";"0";"0";"0";"49";"0"
"Southwest Art";"0192-4214";"Art Index";"H. W. Wilson Company";"1985";"18";"0";"2009";"39";"2";"0";"0";"0";"0";"0";"0";"261";"0"
"Stained Glass";"0038-9161";"Art Index";"H. W. Wilson Company";"1984";"39";"0";"1995";"90";"0";"0";"0";"0";"0";"0";"0";"13";"0"
"Stained Glass (Kansas City, MO: 1990)";"1067-8867";"Art Index";"H. W. Wilson Company";"1990";"24";"0";"2009";"104";"1";"0";"0";"0";"0";"0";"0";"79";"0"
"Stained Glass Quarterly";"0895-7002";"Art Index";"H. W. Wilson Company";"1986";"17";"0";"1996";"91";"0";"0";"0";"0";"0";"0";"0";"25";"0"
"Storia dell'Arte";"0392-4513";"Art Index";"H. W. Wilson Company";"1994";"0";"80";"2008";"0";"121";"0";"0";"0";"0";"0";"0";"42";"0"
"Studies in Australasian Cinema";"1750-3175";"Art Index";"H. W. Wilson Company";"2007";"1";"1";"2008";"2";"3";"0";"0";"0";"0";"0";"0";"6";"0"
"Studies in Conservation";"0039-3630";"Art Index";"H. W. Wilson Company";"1983";"28";"0";"2009";"54";"1";"0";"0";"0";"0";"0";"0";"106";"0"
"Studies in Documentary Film";"1750-3280";"Art Index";"H. W. Wilson Company";"2007";"1";"1";"2008";"2";"3";"0";"0";"0";"0";"0";"0";"6";"0"
"Studies in Iconography";"0148-1029";"Art Index";"H. W. Wilson Company";"1997";"18";"0";"2008";"29";"0";"0";"0";"0";"0";"0";"0";"13";"0"
"Studies in Modern Art";"1058-997X";"Art Index";"H. W. Wilson Company";"1994";"0";"3";"1998";"0";"7";"0";"0";"0";"0";"0";"0";"4";"0"
"Studies in Russian & Soviet Cinema";"1750-3132";"Art Index";"H. W. Wilson Company";"2007";"1";"1";"2009";"3";"1";"0";"0";"0";"0";"0";"0";"7";"0"
"Studies in Russian & Soviet Cinema";"1450-3132";"Art Index";"H. W. Wilson Company";"2007";"1";"1";"2008";"2";"2";"0";"0";"0";"0";"0";"0";"5";"0"
"Studies in the Decorative Arts";"1069-8825";"Art Index";"H. W. Wilson Company";"1993";"1";"1";"2009";"16";"2";"0";"0";"0";"0";"0";"0";"37";"0"
"Studies in the History of Art";"0091-7338";"Art Index";"H. W. Wilson Company";"1983";"13";"0";"2007";"72";"0";"0";"0";"0";"0";"0";"0";"94";"0"
"Studies in the History of Gardens & Designed Landscapes";"1460-1176";"Art Index";"H. W. Wilson Company";"1998";"18";"0";"2009";"29";"1/2";"0";"0";"0";"0";"0";"0";"50";"0"
"Studio International";"0039-4114";"Art Index";"H. W. Wilson Company";"1984";"196";"1004";"1998";"15";"0";"0";"0";"0";"0";"0";"0";"26";"0"
"Studio Potter";"0091-6641";"Art Index";"H. W. Wilson Company";"1984";"12";"0";"2008";"37";"1";"0";"0";"0";"0";"0";"0";"80";"0"
"Surface Design Journal";"0197-4483";"Art Index";"H. W. Wilson Company";"1994";"18";"0";"2009";"33";"3";"0";"0";"0";"0";"0";"0";"78";"0"
"Tate Etc.";"1743-8853";"Art Index";"H. W. Wilson Company";"2007";"0";"11";"2009";"0";"16";"0";"0";"0";"0";"0";"0";"6";"0"
"Tate Papers";"1753-9854";"Art Index";"H. W. Wilson Company";"2006";"0";"5";"2009";"0";"11";"0";"0";"0";"0";"0";"0";"7";"0"
"TCI";"1063-9497";"Art Index";"H. W. Wilson Company";"1994";"24";"0";"1998";"32";"10";"0";"0";"0";"0";"0";"0";"23";"0"
"TD&T";"1052-6765";"Art Index";"H. W. Wilson Company";"1998";"34";"2";"2009";"45";"2";"0";"0";"0";"0";"0";"0";"55";"0"
"Technoetic Arts";"1477-965X";"Art Index";"H. W. Wilson Company";"2005";"3";"1";"2009";"6";"3";"0";"0";"0";"0";"0";"0";"10";"0"
"Technology & Conservation";"0146-1214";"Art Index";"H. W. Wilson Company";"1983";"8";"0";"1996";"12";"0";"0";"0";"0";"0";"0";"0";"11";"0"
"Textile";"1475-9756";"Art Index";"H. W. Wilson Company";"2003";"0";"38";"2009";"7";"1";"0";"0";"0";"0";"0";"0";"24";"0"
"Textile Fibre Forum";"0818-6308";"Art Index";"H. W. Wilson Company";"2003";"4";"2";"2009";"28";"2";"0";"0";"0";"0";"0";"0";"35";"0"
"Textile History";"0040-4969";"Art Index";"H. W. Wilson Company";"1986";"7";"0";"2008";"39";"2";"0";"0";"0";"0";"0";"0";"62";"0"
"Textile Museum Journal";"0083-7407";"Art Index";"H. W. Wilson Company";"1983";"22";"0";"2003";"64";"0";"0";"0";"0";"0";"0";"0";"25";"0"
"The Archaeological Journal";"0066-5983";"Art Index";"H. W. Wilson Company";"1983";"140";"0";"2007";"164";"0";"0";"0";"0";"0";"0";"0";"40";"0"
"The Art Bulletin";"0004-3079";"Art Index";"H. W. Wilson Company";"1981";"63";"0";"2009";"91";"2";"0";"0";"0";"0";"0";"0";"109";"0"
"The Association for Preservation Technology Bulletin";"0044-9466";"Art Index";"H. W. Wilson Company";"1986";"16";"0";"1992";"150";"2";"0";"0";"0";"0";"0";"0";"54";"0"
"The Bonefolder";"1555-6565";"Art Index";"H. W. Wilson Company";"2004";"1";"1";"2009";"5";"2";"0";"0";"0";"0";"0";"0";"10";"0"
"The British Journal of Aesthetics";"0007-0904";"Art Index";"H. W. Wilson Company";"1983";"23";"2";"2009";"49";"2";"0";"0";"0";"0";"0";"0";"114";"0"
"The Bulletin of the Cleveland Museum of Art";"0009-8841";"Art Index";"H. W. Wilson Company";"1984";"47";"0";"1994";"81";"0";"0";"0";"0";"0";"0";"0";"64";"0"
"The Cincinnati Art Museum Bulletin";"0069-4061";"Art Index";"H. W. Wilson Company";"1984";"12";"0";"1988";"14";"0";"0";"0";"0";"0";"0";"0";"11";"0"
"The Harvard Architecture Review";"0194-3650";"Art Index";"H. W. Wilson Company";"1986";"5";"0";"1999";"8";"0";"0";"0";"0";"0";"0";"0";"17";"0"
"The Journal for Weavers, Spinners & Dyers";"0267-7806";"Art Index";"H. W. Wilson Company";"2003";"0";"2";"2009";"0";"229";"0";"0";"0";"0";"0";"0";"35";"0"
"The Journal of Hellenic Studies";"0075-4269";"Art Index";"H. W. Wilson Company";"1984";"104";"0";"2008";"128";"0";"0";"0";"0";"0";"0";"0";"53";"0"
"The Journal of Modern Craft";"1749-6772";"Art Index";"H. W. Wilson Company";"2008";"1";"1";"2008";"1";"2";"0";"0";"0";"0";"0";"0";"2";"0"
"The Journal of Nutrition";"0022-3166";"Art Index";"H. W. Wilson Company";"2005";"135";"8";"2005";"135";"8";"0";"0";"0";"0";"0";"0";"1";"0"
"The Journal of Parasitology";"0022-3395";"Art Index";"H. W. Wilson Company";"2005";"91";"2";"2005";"91";"2";"0";"0";"0";"0";"0";"0";"1";"0"
"The Journal of Stained Glass";"";"Art Index";"H. W. Wilson Company";"2002";"26";"0";"2008";"32";"0";"0";"0";"0";"0";"0";"0";"6";"0"
"The Journal of the Walters Art Gallery";"0083-7156";"Art Index";"H. W. Wilson Company";"1983";"41";"0";"2001";"59";"0";"0";"0";"0";"0";"0";"0";"24";"0"
"The Minneapolis Institute of Arts Bulletin";"0076-910X";"Art Index";"H. W. Wilson Company";"1981";"65";"0";"1995";"67";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"The Moving Image";"1532-3978";"Art Index";"H. W. Wilson Company";"2005";"5";"1";"2008";"8";"1";"0";"0";"0";"0";"0";"0";"6";"0"
"The Newark Museum Quarterly";"0098-3373";"Art Index";"H. W. Wilson Company";"1980";"31";"4";"1980";"31";"4";"0";"0";"0";"0";"0";"0";"1";"0"
"The Print Collector's Newsletter";"0032-8537";"Art Index";"H. W. Wilson Company";"1984";"15";"0";"1996";"103";"0";"0";"0";"0";"0";"0";"0";"46";"0"
