"Title";"ISSN";"Database Name";"Database Producer";"Citation Begin Year";"Citation Begin Volume";"Citation Begin Issue";"Citation Most Recent Year";"Citation Most Recent Volume";"Citation Most Recent Issue";"Fulltext Begin Year";"Fulltext Begin Volume";"Fulltext Begin Issue";"Fulltext Most Recent Year";"Fulltext Most Recent Volume";"Fulltext Most Recent Issue";"Total Number of Issues";"Total Number of Fulltext Issues"
"Journal of the Indian Anthropological Society";"0019-4387";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1966";"1";"1";"2007";"42";"3";"0";"0";"0";"0";"0";"0";"92";"0"
"Journal of the Indian wars";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1999";"1";"1";"2000";"1";"3";"0";"0";"0";"0";"0";"0";"3";"0"
"Journal of the Institute of Asian Studies";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1989";"0";"0";"1994";"12";"1";"0";"0";"0";"0";"0";"0";"10";"0"
"Journal of the International Folk Music Council";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"15";"0";"1968";"20";"0";"0";"0";"0";"0";"0";"0";"6";"0"
"Journal of the Iowa Archeological Society";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1980";"27";"0";"1991";"38";"0";"0";"0";"0";"0";"0";"0";"12";"0"
"Journal of the Malaysian branch of the Royal Asiatic Society";"0128-5483";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"69";"1";"2008";"81";"2";"0";"0";"0";"0";"0";"0";"21";"0"
"Journal of the Malaysian branch of the Royal Asiatic Society";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"69";"2";"2004";"77";"2";"0";"0";"0";"0";"0";"0";"3";"0"
"Journal of the Malaysian branch Royal Asiatic Society";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1957";"30";"4";"1994";"67";"2";"0";"0";"0";"0";"0";"0";"60";"0"
"Journal of the Polynesian Society";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"71";"4";"2005";"14";"1";"0";"0";"0";"0";"0";"0";"117";"0"
"Journal of the Polynesian Society";"0032-4000";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1906";"14-16";"0";"2009";"118";"1";"0";"0";"0";"0";"0";"0";"188";"0"
"Journal of the Royal Anthropological Institute";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1995";"1";"1";"1995";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"Journal of the Royal Anthropological Institute (New Series)";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1997";"3";"2";"2005";"11";"2";"0";"0";"0";"0";"0";"0";"7";"0"
"Journal of the Royal Anthropological Institute (New Series)";"1359-0987";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1999";"5";"3";"2009";"15";"2";"0";"0";"0";"0";"0";"0";"43";"0"
"Journal of the Royal Anthropological Institute (New Series)";"0025-1496";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1966";"1";"0";"2001";"7";"4";"0";"0";"0";"0";"0";"0";"114";"0"
"Journal of the Royal Asiatic Society";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"1/2";"0";"1995";"5";"2";"0";"0";"0";"0";"0";"0";"63";"0"
"Journal of the Royal Asiatic Society (Series 3)";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"6";"1";"2000";"10";"3";"0";"0";"0";"0";"0";"0";"7";"0"
"Journal of the Royal Asiatic Society (Series 3)";"1356-1863";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"6";"2";"2009";"19";"2";"0";"0";"0";"0";"0";"0";"36";"0"
"Journal of the Royal Asiatic Society of Sri Lanka (New Series)";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1991";"36";"0";"1998";"43";"0";"0";"0";"0";"0";"0";"0";"28";"0"
"Journal of the Royal Asiatic Society of Sri Lanka (New Series)";"1391-720X";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1999";"44";"0";"2007";"53";"0";"0";"0";"0";"0";"0";"0";"6";"0"
"Journal of the Royal Asiatic Society Studies";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1960";"9";"1";"1960";"9";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"Journal of the Royal Society of Antiquaries of Ireland";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"93";"1";"1987";"117";"0";"0";"0";"0";"0";"0";"0";"35";"0"
"Journal of the Society for the Anthropology of Europe";"1535-5632";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2001";"1";"1";"2008";"8";"2";"0";"0";"0";"0";"0";"0";"15";"0"
"Journal of the Southwest";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2004";"46";"4";"2004";"46";"4";"0";"0";"0";"0";"0";"0";"1";"0"
"Journal of the Southwest";"0894-8410";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2000";"42";"2";"2009";"51";"1";"0";"0";"0";"0";"0";"0";"30";"0"
"Journal of the Steward Anthropological Society";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1969";"1";"1";"1999";"27";"1/2";"0";"0";"0";"0";"0";"0";"38";"0"
"Journal of the Steward Anthropological Society";"0039-1344";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1974";"6";"1";"2000";"28";"1-2";"0";"0";"0";"0";"0";"0";"24";"0"
"Journal of visual culture";"1470-4129";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2002";"1";"2";"2008";"7";"3";"0";"0";"0";"0";"0";"0";"20";"0"
"Journal of world prehistory";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1994";"8";"1";"1999";"13";"1";"0";"0";"0";"0";"0";"0";"12";"0"
"Journal of world prehistory";"0892-7537";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1987";"1";"1";"2008";"21";"3";"0";"0";"0";"0";"0";"0";"81";"0"
"Journal of world prehistory";"0892-7573";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2001";"15";"2";"2001";"15";"3";"0";"0";"0";"0";"0";"0";"2";"0"
"Kaogu";"0453-2899";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"4";"0";"1996";"8";"81-9";"0";"0";"0";"0";"0";"0";"39";"0"
"Kaogu";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1975";"1";"0";"1997";"9";"0";"0";"0";"0";"0";"0";"0";"156";"0"
"Kaogu Xuebao";"0453-2902";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"3";"0";"2009";"0";"1";"0";"0";"0";"0";"0";"0";"58";"0"
"Kaogu Xuebao";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1984";"0";"0";"1997";"4";"0";"0";"0";"0";"0";"0";"0";"23";"0"
"Kaogu Xuebao Acta archaeologia sinica";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1973";"1";"0";"1995";"2";"0";"0";"0";"0";"0";"0";"0";"35";"0"
"Kaos: parcours des mondes";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2002";"1";"`";"2004";"4";"`";"0";"0";"0";"0";"0";"0";"5";"0"
"Katunob";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"3";"1/2";"1967";"6";"1";"0";"0";"0";"0";"0";"0";"10";"0"
"Kavkazskiy etnograficheskiy sbornik";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1988";"0";"0";"1988";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Kenya past and present";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1983";"15";"0";"2002";"33";"0";"0";"0";"0";"0";"0";"0";"17";"0"
"Kenya past and present";"0257-8301";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2000";"31";"0";"2006";"36";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Khipu";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1988";"22";"0";"1988";"22";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Kiva";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1973";"38";"3/4";"2005";"70";"3";"0";"0";"0";"0";"0";"0";"29";"0"
"Kiva";"0023-1940";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1937";"3";"0";"2008";"73";"4";"0";"0";"0";"0";"0";"0";"142";"0"
"Kleine Beitrage";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1982";"0";"0";"1999";"17";"122-3";"0";"0";"0";"0";"0";"0";"31";"0"
"Kleine Beitrage Staatliches Museum, Dresden";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1977";"0";"0";"1986";"8";"0";"0";"0";"0";"0";"0";"0";"7";"0"
"Kobie: antropologia cultural";"0214-7971";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1999";"9";"0";"2006";"12";"0";"0";"0";"0";"0";"0";"0";"10";"0"
"Kobie: antropologia cultural";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1989";"4";"0";"1997";"8";"139-90";"0";"0";"0";"0";"0";"0";"9";"0"
"Kon-Tiki Museum occasional papers";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1989";"0";"0";"1991";"2";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Konteksty";"1230-6142";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1999";"1-2";"0";"2008";"62";"3-4";"0";"0";"0";"0";"0";"0";"111";"0"
"Konteksty";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"3/4";"149-54";"1997";"1/2";"187-91";"0";"0";"0";"0";"0";"0";"25";"0"
"Kratkie soobshcheniia";"0130-2620";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1947";"16";"0";"2006";"220";"0";"0";"0";"0";"0";"0";"0";"79";"0"
"Kratkiye soobshcheniya o dokladakh i polevykh issledovaniyakh";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"89";"0";"1993";"210";"0";"0";"0";"0";"0";"0";"0";"111";"0"
"Kratkiye soobshcheniya o dokladakh i polevykh issledovaniyakh Instituta Arkheologii";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"95";"0";"1967";"112";"0";"0";"0";"0";"0";"0";"0";"12";"0"
"Kratkiye soobshcheniya o dokladakh i polevykh issledovaniyakh Instituta Etnografii";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"38";"0";"1963";"38";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Kroeber Anthropological Society papers";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"27";"0";"2006";"94";"0";"0";"0";"0";"0";"0";"0";"83";"0"
"Kulele";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1994";"1";"1-123";"2001";"3";"0";"0";"0";"0";"0";"0";"0";"8";"0"
"Kultura popullore";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1990";"0";"0";"2003";"1/2";"0";"0";"0";"0";"0";"0";"0";"20";"0"
"Kultuurpatronen";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"5/6";"0";"1968";"10/11";"0";"0";"0";"0";"0";"0";"0";"5";"0"
"Kunstkamera";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1998";"12";"224-9";"1998";"12";"224-9";"0";"0";"0";"0";"0";"0";"1";"0"
"Kunstkamera";"0869-8384";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1995";"7";"0";"2003";"13";"0";"0";"0";"0";"0";"0";"0";"78";"0"
"Kur'er Petrovskoi Kunstkamery";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1995";"1";"16-26";"1999";"8/9";"0";"0";"0";"0";"0";"0";"0";"35";"0"
"Kush";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"10";"0";"1967";"15";"0";"0";"0";"0";"0";"0";"0";"6";"0"
"Kyoto University African studies";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1966";"1";"0";"1976";"10";"0";"0";"0";"0";"0";"0";"0";"10";"0"
"L'Afrique et l'Asie";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"60";"0";"1963";"63";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"L'annee sociologique";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"Ser.";"0";"1995";"45";"1";"0";"0";"0";"0";"0";"0";"35";"0"
"L'Annee sociologique (Serie 3)";"0066-2399";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"46";"2";"1996";"46";"2";"0";"0";"0";"0";"0";"0";"1";"0"
"L'Annee sociologique (Serie 3)";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1997";"47";"1";"1997";"47";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"L'Anthropologie";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1983";"87";"0";"1984";"88";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"L'Anthropologie (Paris)";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1983";"87";"0";"1997";"101";"4";"0";"0";"0";"0";"0";"0";"21";"0"
"L'Anthropologie (Paris)";"0003-5521";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1017";"92";"4";"2007";"111";"1";"0";"0";"0";"0";"0";"0";"201";"0"
"L'Autre: cliniques, cultures et societes";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2001";"2";"1";"2005";"6";"2";"0";"0";"0";"0";"0";"0";"10";"0"
"L'Autre: cliniques, cultures et societes";"1626-5378";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2005";"6";"3";"2009";"10";"1";"0";"0";"0";"0";"0";"0";"8";"0"
"L'ethnographie";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"92";"2";"1997";"93";"1/2";"0";"0";"0";"0";"0";"0";"2";"0"
"L'Ethnographie: creation, pratiques, publics";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2003";"2";"0";"2003";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"L'Homme";"0439-4216";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1961";"1";"1";"2009";"190";"0";"0";"0";"0";"0";"0";"0";"232";"0"
"L'Homme";"0493-4216";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2001";"160";"0";"2001";"160";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"L'Homme";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"2";"3";"2005";"173";"0";"0";"0";"0";"0";"0";"0";"121";"0"
"L'Uomo";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1977";"0";"0";"1989";"0";"0";"0";"0";"0";"0";"0";"0";"9";"0"
"L'Uomo (Nuova Serie)";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1984";"8";"2";"1984";"8";"2";"0";"0";"0";"0";"0";"0";"1";"0"
"Language";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"39";"1";"2005";"81";"1";"0";"0";"0";"0";"0";"0";"110";"0"
"Language";"0097-8507";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1925";"1";"0";"2009";"85";"1";"0";"0";"0";"0";"0";"0";"137";"0"
"Language sciences";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1972";"21";"0";"1980";"N.S.";"2";"0";"0";"0";"0";"0";"0";"30";"0"
"Latin American anthropology review";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1991";"3";"1";"1993";"5";"1";"0";"0";"0";"0";"0";"0";"5";"0"
"Latin American antiquity";"1045-6635";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1990";"1";"1";"2009";"20";"2";"0";"0";"0";"0";"0";"0";"72";"0"
"Latin American antiquity";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1977";"8";"1";"2005";"16";"1";"0";"0";"0";"0";"0";"0";"23";"0"
"Latin American Indian literature";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1984";"0";"0";"1984";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Latin American Indian literatures journal";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1977";"1";"1";"1997";"13";"1";"0";"0";"0";"0";"0";"0";"28";"0"
"Latin American Indian literatures journal";"0888-5613";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1985";"1";"1";"2008";"24";"2";"0";"0";"0";"0";"0";"0";"48";"0"
"Latin American studies";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1990";"11";"0";"1992";"12";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Latin American studies";"0285-3582";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1995";"14";"0";"1995";"14";"51-61";"0";"0";"0";"0";"0";"0";"3";"0"
"Latin American Studies, Tokyo";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1994";"13";"0";"1994";"13";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Latin American Studies, Tsukuba";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1988";"0";"0";"1988";"10";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Law and anthropology";"0259-0816";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1987";"2";"0";"2005";"12";"0";"0";"0";"0";"0";"0";"0";"15";"0"
"Law and anthropology";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1986";"0";"0";"2005";"12";"0";"0";"0";"0";"0";"0";"0";"10";"0"
"Le mond alpin et rhodanien";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1998";"2/4";"2ÃŒÂ€1-56";"1998";"2/4";"187-201";"0";"0";"0";"0";"0";"0";"12";"0"
"Le monde alpin et rhodanien";"0758-4431";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1999";"1-3";"0";"2005";"1";"4";"0";"0";"0";"0";"0";"0";"10";"0"
"Le monde alpin et rhodanien";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1973";"1";"1";"2004";"3/4";"0";"0";"0";"0";"0";"0";"0";"71";"0"
"Leba";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1992";"7";"0";"1992";"7";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Leba";"0870-0044";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1981";"0";"4";"2002";"8";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Levant";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1991";"23";"0";"1999";"31";"293-308";"0";"0";"0";"0";"0";"0";"23";"0"
"Levant";"0075-9814";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2000";"32";"0";"2002";"34";"235-8";"0";"0";"0";"0";"0";"0";"29";"0"
"Levant";"0075-8914";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1974";"6";"0";"2009";"41";"1";"0";"0";"0";"0";"0";"0";"47";"0"
"Leyte-Samar studies";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1967";"1";"1";"1982";"16";"2";"0";"0";"0";"0";"0";"0";"28";"0"
"Liaudies kultura";"0236-0551";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1999";"2";"65";"2009";"1";"0";"0";"0";"0";"0";"0";"0";"178";"0"
"Libyan studies";"0263-7189";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"27";"0";"2008";"39";"0";"0";"0";"0";"0";"0";"0";"39";"0"
"Libyan studies";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1985";"16";"0";"2000";"31";"0";"0";"0";"0";"0";"0";"0";"12";"0"
"Libyca";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1960";"8";"0";"1984";"32/4";"0";"0";"0";"0";"0";"0";"0";"19";"0"
"Lietuvos archeologija";"0207-8694";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1999";"16";"0";"2008";"33";"0";"0";"0";"0";"0";"0";"0";"61";"0"
"Lietuvos archeologija";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1979";"1";"0";"2004";"26";"0";"0";"0";"0";"0";"0";"0";"11";"0"
"Lietuvos etnologija (NS)";"1392-4028";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2001";"10";"1";"2008";"8";"17";"0";"0";"0";"0";"0";"0";"8";"0"
"Lietuvos istorijos metrastis";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1972";"0";"0";"2003";"1";"0";"0";"0";"0";"0";"0";"0";"28";"0"
"Lietuvos istorijos metrastis";"0202-3342";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1997";"119-42";"0";"2007";"0";"2";"0";"0";"0";"0";"0";"0";"24";"0"
"Lietuvos TSR Mokslu Akademijos darbai A Serija";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1968";"26";"0";"1989";"0";"0";"0";"0";"0";"0";"0";"0";"72";"0"
"Literatura ludowa";"0024-4708";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1998";"42";"1";"2008";"52";"6";"0";"0";"0";"0";"0";"0";"54";"0"
"Literatura ludowa";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1974";"18";"1";"2004";"48";"4/5";"0";"0";"0";"0";"0";"0";"63";"0"
"Lithic technology";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1997";"22";"1";"1997";"22";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"Lithic technology";"0197-7261";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1999";"24";"1";"2008";"33";"2";"0";"0";"0";"0";"0";"0";"20";"0"
"Little World studies";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1991";"11";"0";"1999";"15";"1-17";"0";"0";"0";"0";"0";"0";"2";"0"
"Lituanistica";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1992";"12";"0";"1999";"40";"4";"0";"0";"0";"0";"0";"0";"13";"0"
"Lituanistica";"0235-716X";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"26";"2";"2008";"54";"4";"0";"0";"0";"0";"0";"0";"37";"0"
"Lodzkie studia etnograficzne";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"5";"0";"1993";"32";"0";"0";"0";"0";"0";"0";"0";"26";"0"
"Lodzkie studia etnograficzne";"0076-0382";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1998";"37";"0";"2008";"47";"0";"0";"0";"0";"0";"0";"0";"26";"0"
"Lore and language";"0307-7144";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1995";"13";"1";"1999";"17";"1-2";"0";"0";"0";"0";"0";"0";"5";"0"
"Lore and language";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1990";"0";"0";"1994";"12";"1/2";"0";"0";"0";"0";"0";"0";"7";"0"
"Lud";"0076-1435";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1898";"4";"0";"2008";"92";"0";"0";"0";"0";"0";"0";"0";"76";"0"
"Lud";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1961";"47";"0";"1993";"76";"0";"0";"0";"0";"0";"0";"0";"33";"0"
"M: Museos de Mexico y del Mundo";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2004";"10";"1";"2004";"10";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"Ma'thurat al-sha'biyya";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1998";"50";"7-16";"2004";"19";"70";"0";"0";"0";"0";"0";"0";"16";"0"
"Madjalah Ilmu-ilmu sastra Indonesia Jakarta";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"1";"1";"1964";"2";"2";"0";"0";"0";"0";"0";"0";"4";"0"
"Magallania";"0718-0209";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2004";"32";"0";"2008";"36";"2";"0";"0";"0";"0";"0";"0";"9";"0"
"Magazine of the LSE Anthropology Society: !Kung";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1972";"0";"0";"1972";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Maguare";"0120-3045";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1988";"6-7";"0";"2003";"17";"0";"0";"0";"0";"0";"0";"0";"54";"0"
