"Title";"ISSN";"Database Name";"Database Producer";"Citation Begin Year";"Citation Begin Volume";"Citation Begin Issue";"Citation Most Recent Year";"Citation Most Recent Volume";"Citation Most Recent Issue";"Fulltext Begin Year";"Fulltext Begin Volume";"Fulltext Begin Issue";"Fulltext Most Recent Year";"Fulltext Most Recent Volume";"Fulltext Most Recent Issue";"Total Number of Issues";"Total Number of Fulltext Issues"
"Illustrated news";"";"AveryIndex";"University of California";"1853";"2";"0";"1853";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Illustrated news (New York)";"";"AveryIndex";"University of California";"1853";"1";"1";"1853";"2";"31";"0";"0";"0";"0";"0";"0";"9";"0"
"Illustration";"";"AveryIndex";"University of California";"1914";"72";"0";"1947";"13";"0";"0";"0";"0";"0";"0";"0";"41";"0"
"Illustrazione vaticana";"";"AveryIndex";"University of California";"1934";"5";"0";"1938";"9";"0";"0";"0";"0";"0";"0";"0";"11";"0"
"Image";"";"AveryIndex";"University of California";"1964";"0";"2";"1965";"0";"3";"0";"0";"0";"0";"0";"0";"2";"0"
"Image : a quarterly of the visual arts";"";"AveryIndex";"University of California";"1950";"0";"4";"1950";"0";"4";"0";"0";"0";"0";"0";"0";"1";"0"
"In process";"";"AveryIndex";"University of California";"1994";"1";"0";"1994";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"In situ: journal of the Zambia Institute of Architects";"";"AveryIndex";"University of California";"1984";"0";"0";"1984";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Indian antiquary";"";"AveryIndex";"University of California";"1883";"12";"0";"1883";"12";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Indian Archaeology, a review.";"";"AveryIndex";"University of California";"1966";"0";"0";"1966";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Indian architect";"";"AveryIndex";"University of California";"1962";"4";"0";"1977";"19";"12";"0";"0";"0";"0";"0";"0";"38";"0"
"Indian Architect";"0019-4409";"AveryIndex";"University of California";"1975";"17";"0";"1984";"26";"12";"0";"0";"0";"0";"0";"0";"15";"0"
"Indian architect &amp; builder";"";"AveryIndex";"University of California";"1990";"3";"10";"1990";"3";"11";"0";"0";"0";"0";"0";"0";"2";"0"
"Indian art and letters";"";"AveryIndex";"University of California";"1928";"2";"1";"1946";"20";"2";"0";"0";"0";"0";"0";"0";"9";"0"
"Indian builder";"";"AveryIndex";"University of California";"1962";"10";"0";"1967";"15";"9";"0";"0";"0";"0";"0";"0";"13";"0"
"Indian Institute of Architects journal";"";"AveryIndex";"University of California";"1974";"40";"4";"1974";"40";"4";"0";"0";"0";"0";"0";"0";"1";"0"
"Indian leaflet series";"";"AveryIndex";"University of California";"1930";"0";"9";"1930";"0";"14";"0";"0";"0";"0";"0";"0";"3";"0"
"Indiana architect";"";"AveryIndex";"University of California";"1976";"19";"2";"1980";"23";"5";"0";"0";"0";"0";"0";"0";"3";"0"
"Indiana architect";"0445-8605";"AveryIndex";"University of California";"1976";"19";"2";"1977";"20";"1";"0";"0";"0";"0";"0";"0";"3";"0"
"Indoors and out";"";"AveryIndex";"University of California";"1905";"1";"0";"1907";"5";"0";"0";"0";"0";"0";"0";"0";"6";"0"
"Industria delle costruzione";"";"AveryIndex";"University of California";"1993";"27";"265";"1993";"27";"265";"0";"0";"0";"0";"0";"0";"1";"0"
"Industria delle costruzioni";"";"AveryIndex";"University of California";"1988";"22";"195";"2007";"41";"394";"0";"0";"0";"0";"0";"0";"88";"0"
"Industria delle costruzioni";"0579-4900";"AveryIndex";"University of California";"1994";"28";"277";"2008";"42";"400";"0";"0";"0";"0";"0";"0";"86";"0"
"Industria delle costruzioni";"0479-4900";"AveryIndex";"University of California";"1997";"31";"305";"1997";"31";"305";"0";"0";"0";"0";"0";"0";"1";"0"
"Industrial archaeology";"";"AveryIndex";"University of California";"1965";"2";"1";"1978";"13";"4";"0";"0";"0";"0";"0";"0";"33";"0"
"Industrial archaeology";"0019-7971";"AveryIndex";"University of California";"1977";"11";"1";"1989";"15";"2";"0";"0";"0";"0";"0";"0";"10";"0"
"Industrial archaeology review";"0309-0728";"AveryIndex";"University of California";"1978";"13";"3";"2004";"26";"2";"0";"0";"0";"0";"0";"0";"29";"0"
"Industrial archaeology review";"0039-0728";"AveryIndex";"University of California";"1991";"13";"2";"1991";"13";"2";"0";"0";"0";"0";"0";"0";"1";"0"
"Industrial archaeology review";"";"AveryIndex";"University of California";"2000";"22";"1";"2000";"22";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"Industrial arts";"";"AveryIndex";"University of California";"1936";"1";"0";"1936";"1";"3";"0";"0";"0";"0";"0";"0";"2";"0"
"Industrial design";"";"AveryIndex";"University of California";"1954";"1";"0";"1977";"24";"5";"0";"0";"0";"0";"0";"0";"80";"0"
"Industrial design";"0019-8110";"AveryIndex";"University of California";"1975";"22";"6";"1978";"25";"5";"0";"0";"0";"0";"0";"0";"6";"0"
"Industrialization forum";"";"AveryIndex";"University of California";"1955";"2";"0";"1977";"8";"3";"0";"0";"0";"0";"0";"0";"25";"0"
"Inform : architecture, design, the arts";"";"AveryIndex";"University of California";"1999";"10";"3";"1999";"10";"3";"0";"0";"0";"0";"0";"0";"1";"0"
"Inform: architecture, design, the arts";"1047-8353";"AveryIndex";"University of California";"1999";"10";"1";"2008";"19";"3";"0";"0";"0";"0";"0";"0";"41";"0"
"Inform: the journal of architecture, design, and material culture";"1539-4360";"AveryIndex";"University of California";"2000";"1";"0";"2006";"8";"0";"0";"0";"0";"0";"0";"0";"7";"0"
"Information bulletin";"";"AveryIndex";"University of California";"1936";"0";"33";"1936";"0";"33";"0";"0";"0";"0";"0";"0";"1";"0"
"Information culturelle artistique";"";"AveryIndex";"University of California";"1955";"1";"1";"1956";"1";"4";"0";"0";"0";"0";"0";"0";"3";"0"
"Information d'histoire de l'art";"";"AveryIndex";"University of California";"1955";"1";"1";"1975";"20";"5";"0";"0";"0";"0";"0";"0";"39";"0"
"Informations d'I??le de France";"";"AveryIndex";"University of California";"1977";"0";"26";"1977";"0";"26";"0";"0";"0";"0";"0";"0";"1";"0"
"Informations d'Ile de France.";"0396-9975";"AveryIndex";"University of California";"1977";"0";"25";"1986";"0";"76";"0";"0";"0";"0";"0";"0";"3";"0"
"Informations d'Ile de France.";"";"AveryIndex";"University of California";"1985";"0";"72";"1985";"0";"72";"0";"0";"0";"0";"0";"0";"1";"0"
"Informations mensuelles";"";"AveryIndex";"University of California";"1933";"0";"0";"1935";"35";"0";"0";"0";"0";"0";"0";"0";"6";"0"
"Informes de la construccio??n";"";"AveryIndex";"University of California";"1993";"44";"424";"1993";"44";"424";"0";"0";"0";"0";"0";"0";"1";"0"
"Informes de la construccio??n";"0020-0883";"AveryIndex";"University of California";"1992";"43";"418";"1995";"46";"436";"0";"0";"0";"0";"0";"0";"16";"0"
"Ingeniera, arquitectura, construccio??n";"";"AveryIndex";"University of California";"1968";"1";"1";"1968";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"Ingenieri??a y arquitectura";"";"AveryIndex";"University of California";"1941";"3";"0";"1943";"5";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Ingenieria y arquitectura";"";"AveryIndex";"University of California";"1939";"1";"4";"1954";"10";"0";"0";"0";"0";"0";"0";"0";"22";"0"
"Inland Architect";"0020-1472";"AveryIndex";"University of California";"1972";"22";"2";"2000";"117";"1";"0";"0";"0";"0";"0";"0";"122";"0"
"Inland architect";"";"AveryIndex";"University of California";"1888";"11";"6";"1979";"23";"5";"0";"0";"0";"0";"0";"0";"120";"0"
"Inland architect and new record";"";"AveryIndex";"University of California";"1890";"14";"8";"1890";"14";"8";"0";"0";"0";"0";"0";"0";"1";"0"
"Inland architect and news record";"";"AveryIndex";"University of California";"1835";"4";"0";"1989";"31";"6";"0";"0";"0";"0";"0";"0";"347";"0"
"Inland arcitect";"";"AveryIndex";"University of California";"1902";"39";"1";"1902";"39";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"Innen Dekoration";"";"AveryIndex";"University of California";"1930";"41";"0";"1949";"58";"4";"0";"0";"0";"0";"0";"0";"14";"0"
"Innendekoration";"";"AveryIndex";"University of California";"1938";"49";"0";"1938";"49";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Instituto de Investigaciones esteicas";"";"AveryIndex";"University of California";"1966";"35";"0";"1966";"35";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Instituto di Elementi di Architettura e Rilievo dei Monumenti. Quaderno.";"";"AveryIndex";"University of California";"1971";"0";"5";"1971";"0";"5";"0";"0";"0";"0";"0";"0";"1";"0"
"Instituto Nacional de Antropologia e Historia";"";"AveryIndex";"University of California";"1975";"4";"52";"1975";"4";"52";"0";"0";"0";"0";"0";"0";"1";"0"
"Insured mortgage portfolio";"";"AveryIndex";"University of California";"1939";"4";"0";"1948";"12";"4";"0";"0";"0";"0";"0";"0";"17";"0"
"Intelligente Architektur";"0949-2356";"AveryIndex";"University of California";"1998";"0";"12";"2008";"0";"64";"0";"0";"0";"0";"0";"0";"52";"0"
"Intensification report";"1192-6461";"AveryIndex";"University of California";"1995";"0";"15";"1995";"0";"17";"0";"0";"0";"0";"0";"0";"3";"0"
"Intensification report";"1192-6961";"AveryIndex";"University of California";"1993";"0";"3";"1995";"0";"14";"0";"0";"0";"0";"0";"0";"14";"0"
"Inter-American";"";"AveryIndex";"University of California";"1942";"1";"0";"1942";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Interbuild";"";"AveryIndex";"University of California";"1963";"10";"0";"1964";"11";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Interchange";"";"AveryIndex";"University of California";"1991";"0";"4";"1999";"0";"8";"0";"0";"0";"0";"0";"0";"5";"0"
"Interior architecture and decoration";"";"AveryIndex";"University of California";"1931";"37";"0";"1931";"37";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Interior architecture and decoration combined with Good furniture and decoration";"";"AveryIndex";"University of California";"1931";"39";"0";"1931";"39";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Interior decoration";"";"AveryIndex";"University of California";"1938";"97";"0";"1938";"97";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Interior decorator";"";"AveryIndex";"University of California";"1938";"97";"0";"1940";"100";"0";"0";"0";"0";"0";"0";"0";"6";"0"
"Interior decorators";"";"AveryIndex";"University of California";"1940";"99";"0";"1940";"99";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Interior design";"0029-5508";"AveryIndex";"University of California";"1983";"54";"10";"1983";"54";"10";"0";"0";"0";"0";"0";"0";"1";"0"
"Interior design";"0020-5500";"AveryIndex";"University of California";"1993";"64";"1";"1993";"64";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"Interior design";"";"AveryIndex";"University of California";"1951";"0";"0";"1992";"63";"7";"0";"0";"0";"0";"0";"0";"7";"0"
"Interior design and decoration";"";"AveryIndex";"University of California";"1940";"14";"0";"1950";"21";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Interiors";"0164-8470";"AveryIndex";"University of California";"1975";"134";"8";"2001";"160";"6";"0";"0";"0";"0";"0";"0";"242";"0"
"Interiors";"0164-8740";"AveryIndex";"University of California";"1984";"144";"3";"1984";"144";"3";"0";"0";"0";"0";"0";"0";"1";"0"
"Interiors";"0020-5508";"AveryIndex";"University of California";"1939";"12";"0";"2008";"79";"12";"0";"0";"0";"0";"0";"0";"430";"0"
"Interiors";"0614-8470";"AveryIndex";"University of California";"1989";"148";"9";"1989";"148";"9";"0";"0";"0";"0";"0";"0";"1";"0"
"Interiors";"";"AveryIndex";"University of California";"1941";"101";"0";"1998";"157";"8";"0";"0";"0";"0";"0";"0";"48";"0"
"Interiors";"0154-8470";"AveryIndex";"University of California";"1992";"151";"10";"1992";"151";"10";"0";"0";"0";"0";"0";"0";"1";"0"
"International architect";"";"AveryIndex";"University of California";"1979";"1";"1";"1982";"2";"9";"0";"0";"0";"0";"0";"0";"9";"0"
"International asbestos-cement review";"";"AveryIndex";"University of California";"1975";"20";"1";"1978";"23";"4";"0";"0";"0";"0";"0";"0";"15";"0"
"International journal for housing science and its applications";"0146-6518";"AveryIndex";"University of California";"1988";"12";"2";"2004";"28";"4";"0";"0";"0";"0";"0";"0";"62";"0"
"International journal for housing science and its applications";"0146-0518";"AveryIndex";"University of California";"1994";"18";"2";"1994";"18";"3";"0";"0";"0";"0";"0";"0";"2";"0"
"International journal of cultural property";"0940-7391";"AveryIndex";"University of California";"1994";"3";"1";"2002";"11";"2";"0";"0";"0";"0";"0";"0";"12";"0"
"International journal of museum management and curatorship";"0260-4779";"AveryIndex";"University of California";"1985";"4";"3";"1988";"7";"4";"0";"0";"0";"0";"0";"0";"11";"0"
"International journal of museum management and curatorship";"0260-4799";"AveryIndex";"University of California";"1988";"7";"2";"1989";"8";"1";"0";"0";"0";"0";"0";"0";"2";"0"
"International journal of urban and regional research";"0309-1317";"AveryIndex";"University of California";"1980";"4";"3";"1991";"15";"3";"0";"0";"0";"0";"0";"0";"19";"0"
"International monthly";"";"AveryIndex";"University of California";"1900";"1";"0";"1902";"5";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"International regional science review";"0160-0176";"AveryIndex";"University of California";"1986";"10";"1";"1986";"10";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"International regional science review";"";"AveryIndex";"University of California";"1979";"4";"2";"1979";"4";"2";"0";"0";"0";"0";"0";"0";"1";"0"
"International review of African American art";"";"AveryIndex";"University of California";"1996";"13";"1";"1996";"13";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"International sculpture";"0887-5472";"AveryIndex";"University of California";"1987";"0";"0";"1987";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"International social development review";"";"AveryIndex";"University of California";"1968";"0";"1";"1968";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"International studio";"";"AveryIndex";"University of California";"1897";"1";"0";"1931";"99";"0";"0";"0";"0";"0";"0";"0";"101";"0"
"Intersections";"0095-6945";"AveryIndex";"University of California";"1974";"1";"1";"1985";"0";"10";"0";"0";"0";"0";"0";"0";"6";"0"
"Intersections";"";"AveryIndex";"University of California";"1974";"1";"2";"1979";"6";"1";"0";"0";"0";"0";"0";"0";"5";"0"
"Intersight";"1049-6564";"AveryIndex";"University of California";"1990";"1";"0";"2008";"11";"0";"0";"0";"0";"0";"0";"0";"10";"0"
"Interstate architect and builder";"";"AveryIndex";"University of California";"1902";"4";"3";"1902";"4";"3";"0";"0";"0";"0";"0";"0";"1";"0"
"Iowa Architect";"0021-0439";"AveryIndex";"University of California";"1984";"31";"1";"2008";"0";"266";"0";"0";"0";"0";"0";"0";"95";"0"
"Iowa architect";"0021-0493";"AveryIndex";"University of California";"1986";"34";"1";"1986";"34";"2";"0";"0";"0";"0";"0";"0";"2";"0"
"Iowa architect";"";"AveryIndex";"University of California";"1988";"36";"1";"1997";"0";"223";"0";"0";"0";"0";"0";"0";"10";"0"
"Iowa architect";"0021-9439";"AveryIndex";"University of California";"2005";"0";"252";"2006";"0";"256";"0";"0";"0";"0";"0";"0";"2";"0"
"Iran";"0578-6967";"AveryIndex";"University of California";"1977";"15";"0";"1989";"27";"0";"0";"0";"0";"0";"0";"0";"6";"0"
"Iran";"";"AveryIndex";"University of California";"1963";"1";"0";"1985";"23";"0";"0";"0";"0";"0";"0";"0";"15";"0"
"Iran : journal of the British Institute of Persian Studies";"";"AveryIndex";"University of California";"1966";"4";"0";"1969";"7";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Iranica Antiqua";"0021-0870";"AveryIndex";"University of California";"1980";"15";"0";"1988";"23";"0";"0";"0";"0";"0";"0";"0";"5";"0"
"Iranica antiqua";"";"AveryIndex";"University of California";"1961";"1";"0";"1973";"10";"0";"0";"0";"0";"0";"0";"0";"8";"0"
"Iraq";"0021-0889";"AveryIndex";"University of California";"1981";"43";"0";"1987";"49";"0";"0";"0";"0";"0";"0";"0";"7";"0"
"Iraq";"";"AveryIndex";"University of California";"1934";"1";"0";"1980";"42";"1";"0";"0";"0";"0";"0";"0";"35";"0"
"Iraq. Supplement";"";"AveryIndex";"University of California";"1944";"0";"0";"1944";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Irish architect";"0790-8342";"AveryIndex";"University of California";"1987";"0";"6";"2004";"0";"196";"0";"0";"0";"0";"0";"0";"114";"0"
"Irish architectural and decorative studies";"";"AveryIndex";"University of California";"1998";"1";"0";"2004";"7";"0";"0";"0";"0";"0";"0";"0";"7";"0"
"Irish architectural review";"";"AveryIndex";"University of California";"2000";"2";"0";"2001";"3";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Irish arts review";"0790-178X";"AveryIndex";"University of California";"1984";"1";"1";"1987";"4";"3";"0";"0";"0";"0";"0";"0";"8";"0"
"Iskusstvo";"";"AveryIndex";"University of California";"1933";"1";"0";"1940";"9";"0";"0";"0";"0";"0";"0";"0";"14";"0"
"Islam : Zeitschrift fu?r Geschichte und Kultur des islamischen Orients";"";"AveryIndex";"University of California";"1932";"20";"2";"1932";"20";"2";"0";"0";"0";"0";"0";"0";"1";"0"
"Islamic art";"0739-3261";"AveryIndex";"University of California";"1990";"4";"0";"1990";"4";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Islamic art";"";"AveryIndex";"University of California";"1987";"2";"0";"1987";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Israel Museum journal";"";"AveryIndex";"University of California";"1982";"1";"0";"1988";"7";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Issues in architecture, art and design";"0960-8648";"AveryIndex";"University of California";"1998";"5";"2";"1999";"6";"1";"0";"0";"0";"0";"0";"0";"2";"0"
"Istanbuler Mitteilungen";"0341-9142";"AveryIndex";"University of California";"1976";"26";"0";"1988";"34";"0";"0";"0";"0";"0";"0";"0";"9";"0"
"Istanbuler Mitteilungen";"";"AveryIndex";"University of California";"1956";"6";"0";"1976";"26";"0";"0";"0";"0";"0";"0";"0";"21";"0"
"Istanbuler Mitteilungen.";"";"AveryIndex";"University of California";"1975";"25";"0";"1975";"25";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Istanbuler Mitteilungen. Beiheft";"";"AveryIndex";"University of California";"1980";"20";"0";"1986";"31";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Istituto d'archeologia e storia dell'arte revista";"";"AveryIndex";"University of California";"1941";"8";"0";"1941";"8";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Istituto Nazionale d'Archeologia e Storia dell'Arte, Rome. Rivista";"";"AveryIndex";"University of California";"1974";"21-22";"0";"1974";"21-22";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Istva??n Kira??ly Mu??zeum Ko?zleme??nyei. A. sorozat";"";"AveryIndex";"University of California";"1967";"0";"12";"1967";"0";"12";"0";"0";"0";"0";"0";"0";"1";"0"
"ITCC review";"0047-1216";"AveryIndex";"University of California";"1976";"5";"3";"1979";"8";"2";"0";"0";"0";"0";"0";"0";"10";"0"
"ITCC review";"0042-0891";"AveryIndex";"University of California";"1944";"3";"0";"2009";"68";"1";"0";"0";"0";"0";"0";"0";"358";"0"
"ITCC review";"";"AveryIndex";"University of California";"1975";"4";"1";"1976";"5";"4";"0";"0";"0";"0";"0";"0";"5";"0"
"Izvestiii ail";"";"AveryIndex";"University of California";"1961";"24";"0";"1961";"24";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Izvestiii ail rossii??skoi akademii?? istorii?? materialnoi?? kultury";"";"AveryIndex";"University of California";"1924";"3";"0";"1924";"3";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Izvestiii ail Rossii??skoi?? akademii istorii material? noi?? kultury";"";"AveryIndex";"University of California";"1927";"5";"0";"1927";"5";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Izvestiii ail rossii??skoi?? akademii istorii materialnoi?? kultury";"";"AveryIndex";"University of California";"1921";"1";"0";"1927";"6";"0";"0";"0";"0";"0";"0";"0";"9";"0"
"Izvestiii ail rossii??skoi?? akademii materialnoi?? kultury";"";"AveryIndex";"University of California";"1922";"2";"0";"1922";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Izvestiii ail rossii??skoi?? akademii?? istorii?? materialnoi?? kultury";"";"AveryIndex";"University of California";"1922";"2";"0";"1927";"5";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Izvestiii ail rossiiskoi?? akademii istorii materialnoi?? kultury";"";"AveryIndex";"University of California";"1921";"1";"0";"1927";"5";"0";"0";"0";"0";"0";"0";"0";"5";"0"
"Izvestiii ail rossiiskoi?? akademii?? istorii?? materialnoi?? kultury";"";"AveryIndex";"University of California";"1927";"5";"0";"1927";"5";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Izvestiiilail";"";"AveryIndex";"University of California";"1961";"24";"0";"1961";"24";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"J. Paul Getty Museum journal";"0362-1979";"AveryIndex";"University of California";"1983";"11";"0";"1991";"19";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"J. Paul Getty Museum journal";"0326-1979";"AveryIndex";"University of California";"1983";"11";"0";"1983";"11";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"JA Library";"";"AveryIndex";"University of California";"1993";"0";"1";"1993";"0";"3";"0";"0";"0";"0";"0";"0";"3";"0"
"Jaarboek monumentenzorg";"";"AveryIndex";"University of California";"1990";"0";"0";"1990";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Jahrbu?cher";"";"AveryIndex";"University of California";"1896";"99";"0";"1896";"99";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Jahrbu?cher fu?r Kunstwissenschaft";"";"AveryIndex";"University of California";"1868";"1";"0";"1873";"5";"0";"0";"0";"0";"0";"0";"0";"5";"0"
"Jahrbuch";"";"AveryIndex";"University of California";"1856";"1";"0";"1989";"104";"0";"0";"0";"0";"0";"0";"0";"128";"0"
"Jahrbuch";"0436-3434";"AveryIndex";"University of California";"1979";"14";"0";"1982";"18";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Jahrbuch = Yearbook / ETH Zu?rich, Departement und Abteilung fu?r Architektur";"";"AveryIndex";"University of California";"1996";"0";"0";"1996";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Jahrbuch d. ko?n.-preuss. Kunstsamml.";"";"AveryIndex";"University of California";"1913";"34";"0";"1913";"34";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Jahrbuch der asiatischen Kunst";"";"AveryIndex";"University of California";"1924";"1";"0";"1925";"2";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Jahrbuch der Berliner Museen";"0075-2207";"AveryIndex";"University of California";"1980";"22";"0";"1990";"32";"0";"0";"0";"0";"0";"0";"0";"6";"0"
"Jahrbuch der Berliner Museen";"";"AveryIndex";"University of California";"1959";"1";"0";"1979";"21";"0";"0";"0";"0";"0";"0";"0";"11";"0"
"Jahrbuch der Hamburger Kunstsammlungen";"0075-2274";"AveryIndex";"University of California";"1980";"25";"0";"1980";"25";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Jahrbuch der jungen Kunst";"";"AveryIndex";"University of California";"1920";"1";"0";"1924";"5";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Jahrbuch der ko?n-preussischen Kunstsammlungen";"";"AveryIndex";"University of California";"1914";"35";"0";"1914";"35";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Jahrbuch der Ko?niglich Preussischen Kunstsammlungen";"";"AveryIndex";"University of California";"1912";"33";"0";"1912";"33";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Jahrbuch der Ko?niglich-Preussischen Kunstsammlung";"";"AveryIndex";"University of California";"1913";"34";"0";"1913";"34";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Jahrbuch der kunsthchen Sammlungen des allerho?chsten Kaiserhauses";"";"AveryIndex";"University of California";"1916";"33";"0";"1916";"33";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Jahrbuch der kunsthistorischen Sammlungen";"";"AveryIndex";"University of California";"1903";"24";"0";"1903";"24";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Jahrbuch der kunsthistorischen Sammlungen des allerho?chsten Kaiserhauses";"";"AveryIndex";"University of California";"1883";"1";"0";"1959";"55";"0";"0";"0";"0";"0";"0";"0";"46";"0"
"Jahrbuch der kunsthistorischen Sammlungen des Kaiserhauses";"";"AveryIndex";"University of California";"1901";"22";"0";"1915";"33";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Jahrbuch der Kunsthistorischen Sammlungen in Wien";"";"AveryIndex";"University of California";"1920";"35";"4";"1968";"64";"0";"0";"0";"0";"0";"0";"0";"8";"0"
"Jahrbuch der o?sterreichischen Byzantinistik";"0378-8660";"AveryIndex";"University of California";"1977";"26";"0";"1987";"37";"0";"0";"0";"0";"0";"0";"0";"7";"0"
"Jahrbuch der O?sterreichischen Byzantinistik";"";"AveryIndex";"University of California";"1986";"36";"0";"1986";"36";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Jahrbuch der preussichen Kunstsammlungen";"";"AveryIndex";"University of California";"1913";"34";"0";"1913";"34";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Jahrbuch der preussischen Kunstsammlungen";"";"AveryIndex";"University of California";"1855";"6";"0";"1938";"59";"3";"0";"0";"0";"0";"0";"0";"57";"0"
"Jahrbuch der preussischen Kunstsammlungen. Beiheft";"";"AveryIndex";"University of California";"1909";"30";"0";"1918";"39";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Jahrbuch der rheinischen Denkmalpflege";"";"AveryIndex";"University of California";"1987";"32";"0";"1987";"32";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Jahrbuch der Staatlichen Kunstsammlungen Dresden";"";"AveryIndex";"University of California";"1980";"12";"0";"1986";"18";"0";"0";"0";"0";"0";"0";"0";"5";"0"
"Jahrbuch der Staatlichen Kunstsammlungen in Baden-Wu?rttemberg";"";"AveryIndex";"University of California";"1977";"14";"0";"1987";"24";"0";"0";"0";"0";"0";"0";"0";"6";"0"
"Jahrbuch des Museums fu?r Kunst und Gewerbe Hamburg";"0723-7871";"AveryIndex";"University of California";"1982";"1";"0";"1983";"0";"2";"0";"0";"0";"0";"0";"0";"2";"0"
"Jahrbuch des Zentralinstituts fu?r Kunstgeschichte";"0177-8878";"AveryIndex";"University of California";"1987";"3";"0";"1987";"3";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Jahrbuch des Zentralinstituts fu?r Kunstgeschichte";"0177-8978";"AveryIndex";"University of California";"1987";"3";"0";"1987";"3";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Jahrbuch fu?r Bu?cherfreunde";"";"AveryIndex";"University of California";"1936";"7";"0";"1936";"7";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Jahrbuch fu?r christliche Kunst";"";"AveryIndex";"University of California";"1952";"53";"0";"1954";"54";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Jahrbuch fu?r Kunstwissenschaft";"";"AveryIndex";"University of California";"1923";"0";"0";"1930";"0";"1/2";"0";"0";"0";"0";"0";"0";"11";"0"
"Jahrbuch Preussischer Kulturbesitz";"0342-0124";"AveryIndex";"University of California";"1978";"15";"0";"1981";"18";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Jahrbuch. Archa?ologischer Anzeiger";"";"AveryIndex";"University of California";"1942";"57";"1-2";"1964";"79";"3";"0";"0";"0";"0";"0";"0";"2";"0"
"Jahrbuch. Archa?ologischer Anzeiger ... [2]";"";"AveryIndex";"University of California";"1922";"37";"0";"1922";"37";"0";"0";"0";"0";"0";"0";"0";"1";"0"
